place_id,name,lat,lng,address,category,types,rating,user_ratings_total,phone,website
ChIJY7SzVxRHDW0RcHOdHag7tEM,Esther Restaurant,-36.8452452,174.7596741,"4 Viaduct Harbour Avenue, Auckland Central, Auckland 1010, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.3,462,+64 9 379 9123,http://www.estherrestaurant.com/
ChIJxR38YvxHDW0R-z-ILx9ZXZI,Hugo's Bistro,-36.8471299,174.7688813,"67 Shortland Street, Auckland Central, Auckland 1010, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.6,226,+64 9 320 4387,http://hugosbistro.co.nz/
ChIJV3nOrvRHDW0R3Hc3DiT5T5k,Sails Restaurant,-36.8390039,174.7432459,"103/113 Westhaven Drive, St Marys Bay, Auckland 1144, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.6,1378,+64 9 378 9890,https://www.sailsrestaurant.co.nz/
ChIJVbK0vthHDW0Rtwx5X7nMVdk,Atelier,-36.85777170000001,174.7579948,"292 Karangahape Road, Auckland Central, Auckland 1010, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.7,289,+64 9 873 4657,http://www.atelierkrd.co.nz/
ChIJ11dVbfBHDW0RrTQPtgLdDek,Orbit 360° Dining,-36.8484982,174.7621796,"72 - 78 Victoria Street West Level 52, Sky Tower, Victoria Street West, Auckland Central, Auckland 1010, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.3,1605,+64 9 363 6000,https://skycityauckland.co.nz/restaurants/orbit/
ChIJOeEFBfBHDW0RPSLQ3nXiKnQ,MASU by Nic Watt,-36.8492648,174.7623425,"90 Federal Street, Auckland Central, Auckland 1010, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.5,1078,+64 9 363 6278,https://www.skycityauckland.co.nz/restaurants/masu/
ChIJ6YZIDcNHDW0RRzzlc8dO0Rk,The French Cafe,-36.8644804,174.76103,"210 Symonds Street, Eden Terrace, Auckland 1010, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.7,653,+64 9 377 1911,https://www.thefrenchcafe.co.nz/
ChIJH2hxFcNHDW0RX46xuTUELGo,Lillius Restaurant,-36.8643028,174.7614604,"19 Khyber Pass Road, Grafton, Auckland 1023, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.8,208,+64 9 217 4069,http://www.lillius.co.nz/
ChIJC5Om_5BHDW0RYIpcsidrOQ8,Farina,-36.851734,174.7445744,"244 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand",restaurant,"bar,establishment,food,point_of_interest,restaurant",4.6,979,+64 9 390 6213,http://www.farina.co.nz/
ChIJPzH5zY9HDW0RQ6E4zQngMQs,Sidart Restaurant,-36.8482513,174.7443542,"283 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.7,519,+64 9 360 2122,http://www.sidart.co.nz/
ChIJvc3DmOhHDW0RJnK1cLFWC1k,Harbour Society,-36.8454947,174.7686658,"Crn. Customs East Street and, Gore Street, Auckland Central, Auckland 1011, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.3,202,+64 9 379 1860,http://www.harbour-society.co.nz/
ChIJiShcZZlHDW0RLO5gbkGzOO8,KOL Restaurant Auckland,-36.85752129999999,174.7491639,"23 Ponsonby Road, Grey Lynn, Auckland 1011, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.8,275,+64 21 379 700,https://kolauckland.co.nz/
ChIJHXbNULw5DW0RHgPdHtDDMIc,SangSang,-36.7809739,174.7219275,"8b/111 Bentley Avenue, Glenfield, Auckland 0629, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.5,162,+64 9 200 0474,
ChIJL36E4_lHDW0RpxlDH4605ek,Giraffe,-36.8434292,174.7631201,"85/89 Customs Street West, Auckland Central, Auckland 1010, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.2,991,+64 9 358 1093,http://www.girafferestaurant.co.nz/
ChIJwRczm1JHDW0RFN5dQQ90hrU,Bivacco,-36.8429437,174.7617072,"115 Customs Street West, Auckland Central, Auckland 1010, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.2,511,+64 9 801 6505,http://www.savor.co.nz/bivacco
ChIJl9sFEapHDW0R8tcHwZWhNbc,The Cave Yakitori Bar,-36.8535383,174.7631052,"319 B Queen Street, Auckland Central, Auckland 1010, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.5,991,+64 9 379 5151,https://tanukiscave.co.nz/
ChIJ94UFpuhHDW0RQ7B1sFdz7IM,Le Garde-Manger,-36.8557591,174.7625981,"466 Queen Street, Auckland Central, Auckland 1010, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant",4.6,1253,+64 9 362 0655,http://www.legardemanger.co.nz/
ChIJ4VwbgIVHDW0RbrSpXbsyD5s,Jervois Steak House,-36.8461677,174.7418873,"70 Jervois Road, Ponsonby, Auckland 1011, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.5,1515,+64 9 376 2049,http://www.jervoissteakhouse.co.nz/
ChIJmewippZHDW0ROEDfXJu8rtU,Ghost Street (Restaurant),-36.8448476,174.7685447,"Basement level, Tuawhiti Lane, 27 Galway Street, Britomart, Auckland 1010, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.5,377,+64 9 306 2233,http://ghoststreetakl.nz/
ChIJJ7UknfpHDW0RdDuSCbbrYqM,1947 eatery,-36.8478134,174.7630138,"60 Federal Street, Auckland Central, Auckland 1010, New Zealand",restaurant,"bar,establishment,food,point_of_interest,restaurant",4.2,2299,+64 9 377 0033,http://www.1947eatery.co.nz/
ChIJ6TAx__tHDW0RlkMZG6RqEy0,Cafe Hanoi,-36.8448581,174.7685407,"Tuawhiti Lane, 27 Galway Street, Britomart, Auckland 1010, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.4,1535,+64 9 302 3478,http://www.cafehanoi.co.nz/
ChIJfWpVOfxHDW0REaYXm-GQWZY,Chargrill ️ Grill Restaurant and Bar in Auckland,-36.8461144,174.7688566,"44 Fort Street, Auckland Central, Auckland 1010, New Zealand",restaurant,"bar,establishment,food,meal_takeaway,point_of_interest,restaurant",4.6,882,+64 9 373 5252,https://chargrill44.co.nz/
ChIJycLVrfFHDW0RQAndt_DBaZ4,Le Chef,-36.847205,174.7671002,"13 O'Connell Street, Auckland Central, Auckland 1010, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant",4.4,1198,+64 9 373 4723,https://le-chef.co.nz/
ChIJ64UPbPxHDW0RDj_fTPmFQlk,Ima Cuisine,-36.8464593,174.7687944,"53 Fort Street, Downtown, Auckland 1010, New Zealand",restaurant,"bakery,establishment,food,point_of_interest,restaurant,store",4.3,1040,+64 9 377 5252,https://www.imacuisine.co.nz/
ChIJO2H7lW9HDW0R4cwNUmxR2lU,Queens Rooftop & Wineshop,-36.8435492,174.7668169,"Level 21/1 Queen Street, Auckland Central, Auckland 1010, New Zealand",,"bar,establishment,point_of_interest",4.3,462,+64 21 161 8430,https://www.queensrooftop.co.nz/
ChIJP2kKVFVHDW0Ref52MRvqxgA,"Rodd & Gunn The Lodge, Auckland",-36.8432548,174.7660786,"Commercial Bay, 7 Queen Street, Auckland 1010, New Zealand",restaurant,"bar,establishment,food,point_of_interest,restaurant",4.4,341,+64 9 884 4200,https://www.roddandgunn.com/nz/the-lodge-bar/auckland
ChIJ85DZyo07DW0RexnR3fM7Zdo,Acafe (BlueSong) Coffee & Mocktails,-36.7402466,174.7217283,"6/4 Arrenway Drive, Rosedale, Auckland 0632, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,store",4.7,44,+64 210 277 8501,https://www.instagram.com/acafe.nz/
ChIJ6UDZ5WI3DW0RTCnk2Kq3HiQ,Takapuna Beach Cafe,-36.7841989,174.7753112,"22 The Promenade, Takapuna, Auckland 0622, New Zealand",restaurant,"cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.4,3429,,http://www.takapunabeachcafe.com/
ChIJrccisTJGDW0RncDrmsFzxQY,Circus Circus,-36.8823611,174.7619767,"447 Mount Eden Road, Mount Eden, Auckland 1024, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant,store",4.4,3363,+64 9 623 3833,http://www.circuscafe.co.nz/
ChIJzRrr1E45DW0RnL4CCgfYXdw,Cafe Third Wave Glenfield,-36.7819552,174.7237853,"77 Bentley Avenue, Glenfield, Auckland 0629, New Zealand",restaurant,"cafe,establishment,food,point_of_interest",4.8,20,,
ChIJf5N6kIc5DW0R0kGLFMMYFmI,Patch Cafe,-36.7842959,174.7385927,"108 Sunnybrae Road, Hillcrest, Auckland 0627, New Zealand",restaurant,"cafe,establishment,food,point_of_interest",4.4,1094,+64 9 213 2340,https://m.facebook.com/Patchsunnybrae/
ChIJ0a6M8F45DW0R2zRmP0I41Xc,SG Coffee,-36.7616334,174.7248294,"8 Target Road, Totara Vale, Auckland 0629, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,store",4.9,72,,
ChIJaX1vOOVHDW0Rw23sCKugN-s,Remedy Coffee,-36.8506588,174.7643445,"1 Wellesley Street West, Auckland Central, Auckland 1010, New Zealand",restaurant,"cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.7,1442,+64 210 383 066,https://www.facebook.com/Remedy-Coffee-134703853265719/
ChIJBz2XQQA5DW0RX_2ACgXMtR8,Lulu cafe,-36.7675767,174.7383814,"8 Link Drive, Wairau Valley, Auckland 0627, New Zealand",restaurant,"cafe,establishment,food,point_of_interest",4.5,178,+64 9 948 9723,https://www.instagram.com/lulucafe.nz/
ChIJKSaqHQBHDW0RnmbbeL593Kw,Omusubi Cafe Plat,-36.8472318,174.7665573,"29 Vulcan Lane, Auckland Central, Auckland 1010, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant",4.6,60,,https://www.instagram.com/omusubicafe_plat?igsh=ZXN0cm12cHB0M2Fw
ChIJx9JNEPtHDW0RqRRiK6fjD5Q,Chuffed,-36.8480151,174.7662993,"43 High Street, Auckland Central, Auckland 1010, New Zealand",restaurant,"bar,cafe,establishment,food,point_of_interest,restaurant",4.5,1344,+64 9 367 6801,https://www.chuffed.co.nz/
ChIJPZGSzB05DW0RoKzwYHeHxqE,Little Things Coffee Shop & Micro-Roastery,-36.7818556,174.7214644,"Glenfield Mall Shop 502C, Level 5/385 Glenfield Road, Glenfield, Auckland 0629, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,store",4.7,238,+64 9 600 3210,http://www.littlethingscoffee.co.nz/
ChIJ8UtKPS45DW0RawGrTXzhabU,VIBE Coffee Roasters,-36.7805767,174.7434315,"1/15 Porana Road, Wairau Valley, Auckland 0627, New Zealand",restaurant,"cafe,establishment,food,point_of_interest",4.5,698,+64 800 652 701,http://www.vibecoffee.co.nz/
ChIJQ8ye_tRHDW0RIJ6CeYq4h2w,FLUFF Cafe,-36.8640948,174.7620515,"Unit 7G/38 Khyber Pass Road, Grafton, Auckland 1023, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant,store",4.8,298,+64 9 282 1206,http://fluffhouse.co.nz/
ChIJge-P40s5DW0RA5ZaehnEzpI,Cafe Cezwe,-36.7829896,174.7406184,"59 Porana Road, Wairau Valley, Auckland 0627, New Zealand",restaurant,"cafe,establishment,food,point_of_interest",4.8,496,+64 9 444 5225,http://facebook.com/cezwecafe
ChIJRaM5q65HDW0RYJIJV2BwOqM,Crave,-36.8753495,174.7362892,"6 Morningside Drive, Morningside, Auckland 1025, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant",4.4,1907,+64 9 845 4714,http://cravecafe.co.nz/
ChIJafGwdfQ4DW0RZmsd5FRceU4,Fika With Me,-36.8121177,174.7264884,"5 Birkenhead Avenue, Birkenhead, Auckland 0626, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant,store",4.7,370,+64 9 418 5508,https://fikawithmebirkenhead.com/
ChIJXStrtZVHDW0R874ZkzGOPDc,Cafe 39,-36.8573525,174.7486954,"39 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand",restaurant,"bar,cafe,establishment,food,point_of_interest,restaurant",4.8,330,+64 9 376 5008,https://www.thirtynine.co.nz/?utm_source=gmb&utm_medium=referrer&utm_campaign=search+%7C+ponsorby
ChIJmXje_dI5DW0R0sh3x0hCWn4,Toasted Coffee Roasters,-36.7679942,174.7373659,"4 Link Drive, Wairau Valley, Auckland 0627, New Zealand",restaurant,"cafe,establishment,food,point_of_interest",4.7,346,+64 9 966 6485,http://toasted.co.nz/
ChIJzbpf74BHDW0RnNHbnp0EBvI,Honey Sundays,-36.8473247,174.7317725,"203 Jervois Road, Herne Bay, Auckland 1011, New Zealand",restaurant,"cafe,establishment,food,point_of_interest",4.9,88,,https://www.instagram.com/honeysundays_/
ChIJySyGxQlHDW0RrnjDV9QNp0U,Honey Cafe CBD,-36.85162070000001,174.7651862,"44/46 Lorne Street, Auckland Central, Auckland 1010, New Zealand",restaurant,"cafe,establishment,food,point_of_interest",4.8,343,+64 9 300 6327,https://honeycafe.co.nz/cbd/
ChIJaVBq9tY5DW0ROY9aB4eIZXY,Honey Cafe Takapuna,-36.789381,174.7706559,"12 Huron Street, Takapuna, Auckland 0622, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant",4.5,803,+64 9 489 4000,https://honeycafe.co.nz/
ChIJdduYPxY6DW0RCarYQdzXwWM,"Montrose Cafe, Bistro and Bar",-36.738059,174.753685,"1 Montrose Terrace, Mairangi Bay, Auckland 0630, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant",4.5,412,+64 9 478 9610,http://www.montrose.org.nz/
ChIJ5zi-uvI5DW0RThpLCTy15n8,Aim High Cafe,-36.8014051,174.7459364,"17 Pearn Place, Northcote, Auckland 0627, New Zealand",restaurant,"cafe,establishment,food,point_of_interest",4.8,105,+64 21 112 6483,http://www.aimhightrust.co.nz/
ChIJx6Xmihc5DW0RtYuHPQgRBkk,Cox House Cafe,-36.7829734,174.7119857,"123 Stanley Road, Glenfield, Auckland 0629, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant",4.3,131,+64 9 440 5868,https://www.facebook.com/CoxHouseCafe/
ChIJCaCvMJ1HDW0Rs3VOc2kR4hY,No.7,-36.856902,174.7587364,"7/59 Pitt Street, Newton, Auckland 1010, New Zealand",restaurant,"bar,cafe,establishment,food,point_of_interest,restaurant,store",4.9,43,+64 27 232 3875,https://instagram.com/no.7_akl?igshid=MmJiY2I4NDBkZg==
ChIJPf_Sdto5DW0RMFvx_577P3A,Kawana Coffee House,-36.8067891,174.7435851,"1 Kawana Street, Northcote, Auckland 0627, New Zealand",restaurant,"cafe,establishment,food,point_of_interest",4.9,88,+64 9 280 1904,
ChIJlzLZZgU5DW0RxhKcJVA7s5A,Little Finch Cafe,-36.7662486,174.7648634,"Inga Road, Castor Bay, Auckland 0620, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,store",4.9,16,,
ChIJi3lg_Lo5DW0RVnOx1nWjb10,Coffee Lab,-36.7821055,174.7440972,"15 Silverfield, Wairau Valley, Auckland 0627, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant,store",4.5,811,+64 9 444 3131,http://www.coffeelab.co.nz/
ChIJU3eheKVHDW0R1N_TrCOFlzI,Benedict's,-36.8625192,174.760267,"1/30 Saint Benedicts Street, Eden Terrace, Auckland 1010, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant",4.5,367,+64 9 212 1621,https://www.benedicts.co.nz/
ChIJf-8GPuRHDW0Rw275cZElgoo,Little Q,-36.8721615,174.7446683,"460 New North Road, Kingsland, Auckland 1021, New Zealand",restaurant,"cafe,establishment,food,point_of_interest",4.7,490,+64 9 815 0660,https://littleq.co.nz/
ChIJEYmkEGA4DW0R5aqmMYGJa7Q,Ravenhill Cafe & Restaurant,-36.8170204,174.7322235,"98 Hinemoa Street, Birkenhead, Auckland 0622, New Zealand",restaurant,"cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.3,549,+64 9 418 2898,https://ravenhill.co.nz/
ChIJUzp-tYc5DW0RLcMUsLaf5iY,Fact-Tree,-36.7547264,174.7405429,"1/24 Tonkin Drive, Sunnynook, Auckland 0630, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant",4.5,633,+64 9 410 7617,
ChIJL7ubf883DW0Rmlu7wck6O9c,Dulcie,-36.8296467,174.8040482,"33 King Edward Parade, Devonport, Auckland 0624, New Zealand",restaurant,"establishment,food,point_of_interest,restaurant",4.7,265,+64 9 281 0413,http://www.dulcie.co.nz/
ChIJVSHCAplHDW0RuMyfJ1nf8qQ,wildbean cafe,-36.8461421,174.7586904,"104/108 Fanshawe Street, Auckland Central, Auckland 1010, New Zealand",restaurant,"bakery,cafe,establishment,food,point_of_interest,restaurant,store",4.0,34,+64 9 373 0910,https://www.bp.com/en_nz/new-zealand/home.html
ChIJKRt8N5g5DW0RoXb1RQyvJ3I,K​F Café,-36.7961236,174.7364464,"53 Eban Avenue, Hillcrest, Auckland 0627, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,store",4.8,53,+64 20 477 7168,
ChIJ26BROdxJDW0RROHKm1Nl8yE,Mission Bay Cafe,-36.8483963,174.8322601,"85 Tamaki Drive, Mission Bay, Auckland 1071, New Zealand",restaurant,"bar,cafe,establishment,food,point_of_interest,restaurant",4.1,1103,+64 9 528 0017,http://missionbay.cafe/
ChIJfS_yGPtHDW0RtLDv_6JBWpw,Mezze Bar,-36.848399,174.7659346,"Durham Street East, Auckland Central, Auckland 1010, New Zealand",restaurant,"cafe,establishment,food,point_of_interest,restaurant",4.5,1797,+64 9 307 2029,http://mezzebar.co.nz/
ChIJR4ViocE-DW0Rul35B7vMS2I,The Collins Cafe And Bar,-36.7743611,174.6711997,"20 Greenhithe Road, Greenhithe, Auckland 0632, New Zealand",restaurant,"bar,cafe,establishment,food,point_of_interest,restaurant",4.4,494,+64 9 413 9322,
