place_id,name,lat,lng,address,types,rating,user_ratings_total,phone,website,opening_hours_present,source_query,category
ChIJk7fiDvBHDW0R9qAp_JPxDeE,Depot,-36.8490404,174.762373,"86 Federal Street, Auckland Central, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.6,2024.0,+64 9 363 7048,https://depoteatery.co.nz/,True,restaurant in Auckland,restaurant
ChIJHXbNULw5DW0RHgPdHtDDMIc,SangSang,-36.7809739,174.7219275,"8b/111 Bentley Avenue, Glenfield, Auckland 0629, New Zealand","establishment,food,point_of_interest,restaurant",4.5,154.0,+64 9 200 0474,,True,restaurant in Auckland,restaurant
ChIJFVXaZgU5DW0R9CGge9LDFoc,The Postman's Leg,-36.7839458,174.7226072,"43-51 Downing Street, Glenfield, Auckland 0629, New Zealand","bar,establishment,food,point_of_interest,restaurant",4.2,2429.0,+64 9 444 7325,https://www.stargroup.nz/venues/the-postmans-leg,True,restaurant in Auckland,restaurant
ChIJXUoYKw45DW0RVnRNKzfKFuw,Paasha,-36.7807211,174.7213061,"444 Glenfield Road, Glenfield, Auckland 0629, New Zealand","establishment,food,point_of_interest,restaurant",4.5,1176.0,+64 9 444 4262,https://paashaglenfield.co.nz/,True,restaurant in Auckland,restaurant
ChIJAb5Q7vtHDW0R9u_uz-mFnZY,Cassia,-36.849185,174.7623444,"90 Federal Street, Auckland Central, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.6,846.0,+64 9 379 9702,https://skycityauckland.co.nz/restaurants/cassia/,True,restaurant in Auckland,restaurant
ChIJB2rmNupHDW0RDxt4gaYTl1Y,Otto Restaurant,-36.857933,174.7565533,"375 Karangahape Road, Auckland Central, Auckland 1010, New Zealand","bar,establishment,food,point_of_interest,restaurant",4.7,1228.0,+64 9 394 1555,https://www.otto-krd.nz/,True,restaurant in Auckland,restaurant
ChIJ43y8JLQ5DW0RMN47Whk85wY,Bushman's Grill,-36.7909021,174.7489471,"31 Northcote Road, Hillcrest, Auckland 0627, New Zealand","establishment,food,point_of_interest,restaurant",4.5,1635.0,+64 9 418 0056,http://bushmansgrill.co.nz/,True,restaurant in Auckland,restaurant
ChIJNwODoPpHDW0Rz7CT2fSmrmY,The Glass Goose,-36.8485799,174.7627243,"78 Federal Street, Auckland Central, Auckland 1011, New Zealand","bar,establishment,food,point_of_interest,restaurant",4.1,1049.0,+64 9 379 9404,http://www.glassgoose.co.nz/,True,restaurant in Auckland,restaurant
ChIJJdsozvVHDW0RGpYtg7jcwyI,Baduzzi,-36.84108,174.7570445,"10/26 Jellicoe Street, North Wharf, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.5,2415.0,+64 9 309 9339,http://www.baduzzi.co.nz/,True,restaurant in Auckland,restaurant
ChIJLTxNV-VHDW0RQgvsgS0ZHkk,Tony's Original Steak & Seafood Restaurant,-36.8503322,174.7632109,"27 Wellesley Street West, Auckland Central, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.5,2785.0,+64 9 373 4196,http://tonys.co.nz/,True,restaurant in Auckland,restaurant
ChIJY9z4w_tHDW0RMU8TjUu4Q_Q,Cooke's Restaurant & Bar,-36.845543,174.7665245,"58/60 Queen Street, Auckland Central, Auckland 1010, New Zealand","bar,establishment,food,point_of_interest,restaurant",4.5,152.0,+64 9 309 9979,https://cookesrestaurant.co.nz/,True,restaurant in Auckland,restaurant
ChIJWeTIvflHDW0RR2h4JBSQWlk,Beast & Butterflies Auckland,-36.8428577,174.7644086,"196/200 Quay Street, Auckland Central, Auckland 1010, New Zealand","bar,cafe,establishment,food,point_of_interest,restaurant",4.5,447.0,+64 9 377 0349,https://www.beastandbutterflies.co.nz/,True,restaurant in Auckland,restaurant
ChIJ94UFpuhHDW0RQ7B1sFdz7IM,Le Garde-Manger,-36.8557591,174.7625981,"466 Queen Street, Auckland Central, Auckland 1010, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.6,1238.0,+64 9 362 0655,http://www.legardemanger.co.nz/,True,restaurant in Auckland,restaurant
ChIJL36E4_lHDW0RpxlDH4605ek,Giraffe,-36.8434292,174.7631201,"85/89 Customs Street West, Auckland Central, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.2,983.0,+64 9 358 1093,http://www.girafferestaurant.co.nz/,True,restaurant in Auckland,restaurant
ChIJOeEFBfBHDW0RPSLQ3nXiKnQ,MASU by Nic Watt,-36.8492648,174.7623425,"90 Federal Street, Auckland Central, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.5,1051.0,+64 9 363 6278,https://www.skycityauckland.co.nz/restaurants/masu/,True,restaurant in Auckland,restaurant
ChIJa9wQYUxBDW0RIt0UPmub6CI,Goode Brothers,-36.9065244,174.6869151,"Lynn Mall 118/3058 Great North Rd, New Lynn, Auckland 0600, New Zealand","bar,establishment,food,point_of_interest,restaurant",4.5,3802.0,+64 9 826 4381,https://www.stargroup.nz/venues/goode-brothers-new-lynn,True,restaurant in Auckland,restaurant
ChIJVbK0vthHDW0Rtwx5X7nMVdk,Atelier,-36.85777170000001,174.7579948,"292 Karangahape Road, Auckland Central, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.7,273.0,+64 9 873 4657,http://www.atelierkrd.co.nz/,True,restaurant in Auckland,restaurant
ChIJJ7UknfpHDW0RdDuSCbbrYqM,1947 eatery,-36.8478134,174.7630138,"60 Federal Street, Auckland Central, Auckland 1010, New Zealand","bar,establishment,food,point_of_interest,restaurant",4.2,2278.0,+64 9 377 0033,http://www.1947eatery.co.nz/,True,restaurant in Auckland,restaurant
ChIJo6kx__tHDW0RfYZhUz-xZUI,Perch Britomart,-36.8446162,174.767925,"23 Galway Street, Britomart, Auckland 1010, New Zealand","bar,establishment,food,point_of_interest,restaurant",4.4,606.0,+64 9 309 5529,http://www.perchbritomart.co.nz/,True,restaurant in Auckland,restaurant
ChIJ5Y7MO21HDW0RWGUpe1aqnb4,Ghost Donkey,-36.843296,174.7664794,"Commercial Bay Level 2/1 Queen Street, Auckland Central, Auckland 1010, New Zealand","bar,establishment,food,point_of_interest,restaurant",4.3,390.0,+64 9 869 7147,http://www.ghostdonkey.nz/,True,restaurant in Auckland,restaurant
ChIJtZKxxg9IDW0R2aEnezRg0PU,Cibo,-36.8524474,174.7829914,"91 Saint Georges Bay Road, Parnell, Auckland 1052, New Zealand","establishment,food,point_of_interest,restaurant",4.6,553.0,+64 9 303 9660,http://www.cibo.co.nz/,True,restaurant in Auckland,restaurant
ChIJxR38YvxHDW0R-z-ILx9ZXZI,Hugo's Bistro,-36.8471299,174.7688813,"67 Shortland Street, Auckland Central, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.6,218.0,+64 9 320 4387,http://hugosbistro.co.nz/,True,restaurant in Auckland,restaurant
ChIJ11dVbfBHDW0RrTQPtgLdDek,Orbit 360° Dining,-36.8484982,174.7621796,"72 - 78 Victoria Street West Level 52, Sky Tower, Victoria Street West, Auckland Central, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.3,1568.0,+64 9 363 6000,https://skycityauckland.co.nz/restaurants/orbit/,True,restaurant in Auckland,restaurant
ChIJxcY1GSJHDW0RZ__hwRVJPnw,Mr. Morris,-36.844765,174.7682328,"Britomart, Corner of Galway & Commerce Street, Auckland Central, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.7,358.0,+64 9 869 5522,http://www.mrmorris.nz/,True,restaurant in Auckland,restaurant
ChIJ5ZkNhgClC20Rg-cKAOMJxOo,Ragtag,-36.8542437,174.7181346,"162 Garnet Road, Westmere, Auckland 1023, New Zealand","establishment,food,point_of_interest,restaurant",4.8,330.0,+64 21 409 879,http://ragtagnz.com/,True,restaurant in Auckland,restaurant
ChIJl9sFEapHDW0R8tcHwZWhNbc,The Cave Yakitori Bar,-36.8535383,174.7631052,"319 B Queen Street, Auckland Central, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.5,986.0,+64 9 379 5151,https://tanukiscave.co.nz/,True,restaurant in Auckland,restaurant
ChIJwRczm1JHDW0RFN5dQQ90hrU,Bivacco,-36.8429437,174.7617072,"115 Customs Street West, Auckland Central, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.2,489.0,+64 9 801 6505,http://www.savor.co.nz/bivacco,True,restaurant in Auckland,restaurant
ChIJ6TAx__tHDW0RlkMZG6RqEy0,Cafe Hanoi,-36.8448581,174.7685407,"Tuawhiti Lane, 27 Galway Street, Britomart, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.4,1529.0,+64 9 302 3478,http://www.cafehanoi.co.nz/,True,restaurant in Auckland,restaurant
ChIJ_QUTnPtHDW0RIoiN5Hc9MPk,DeBretts Kitchen,-36.8468584,174.7669816,"3B O'Connell Street, Auckland Central, Auckland 1010, New Zealand","bar,cafe,establishment,food,point_of_interest,restaurant,store",4.3,394.0,+64 9 925 9000,https://www.debrettskitchen.co.nz/,True,restaurant in Auckland,restaurant
ChIJYbTiqmI3DW0R_RNDzZrQIYs,Aubergine Restaurants,-36.7854491,174.7734176,"129 Hurstmere Road, Takapuna, Auckland 0622, New Zealand","establishment,food,point_of_interest,restaurant",4.5,1373.0,+64 9 489 3104,http://www.aubergine.co.nz/,True,restaurant in Auckland,restaurant
ChIJycLVrfFHDW0RQAndt_DBaZ4,Le Chef,-36.847205,174.7671002,"13 O'Connell Street, Auckland Central, Auckland 1010, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.4,1191.0,+64 9 373 4723,https://le-chef.co.nz/,True,restaurant in Auckland,restaurant
ChIJfWpVOfxHDW0REaYXm-GQWZY,Chargrill ️ Grill Restaurant and Bar in Auckland,-36.8461144,174.7688566,"44 Fort Street, Auckland Central, Auckland 1010, New Zealand","bar,establishment,food,meal_takeaway,point_of_interest,restaurant",4.6,850.0,+64 9 373 5252,https://chargrill44.co.nz/,True,restaurant in Auckland,restaurant
ChIJV3nOrvRHDW0R3Hc3DiT5T5k,Sails Restaurant,-36.8390039,174.7432459,"103/113 Westhaven Drive, St Marys Bay, Auckland 1144, New Zealand","establishment,food,point_of_interest,restaurant",4.6,1361.0,+64 9 378 9890,https://www.sailsrestaurant.co.nz/,True,restaurant in Auckland,restaurant
ChIJCfqBDn03DW0Rk8AxBZHjPWM,Tokyo Bay Japanese,-36.7869365,174.7739441,"20 The Strand, Takapuna, Auckland 0622, New Zealand","establishment,food,point_of_interest,restaurant",4.3,1000.0,+64 9 390 7188,http://tokyobay.co.nz/,True,restaurant in Auckland,restaurant
ChIJP2kKVFVHDW0Ref52MRvqxgA,"Rodd & Gunn The Lodge, Auckland",-36.8432548,174.7660786,"Commercial Bay, 7 Queen Street, Auckland 1010, New Zealand","bar,establishment,food,point_of_interest,restaurant",4.4,334.0,+64 9 884 4200,https://www.roddandgunn.com/nz/the-lodge-bar/auckland,True,restaurant in Auckland,restaurant
ChIJDwwNeYRHDW0R6CVXXf7s9sc,Paris Butter,-36.8454642,174.7370108,"166 Jervois Road, Herne Bay, Auckland 1011, New Zealand","establishment,food,point_of_interest,restaurant",4.7,387.0,+64 9 376 5597,http://www.parisbutter.co.nz/,True,restaurant in Auckland,restaurant
ChIJ21cmZfQ4DW0RZIu_nQGS8l8,Mulan Malaysian Restaurant,-36.8125734,174.7270949,"243 Hinemoa Street, Birkenhead, Auckland 0626, New Zealand","establishment,food,point_of_interest,restaurant",4.7,835.0,+64 9 480 2806,http://www.mulan.co.nz/,True,restaurant in Auckland,restaurant
ChIJm7QmKQxIDW0R86smdhN9Ovg,Gerome,-36.8561831,174.7806892,"269 Parnell Road, Parnell, Auckland 1052, New Zealand","establishment,food,point_of_interest,restaurant",4.7,1294.0,+64 9 373 3883,http://www.gerome.nz/,True,restaurant in Auckland,restaurant
ChIJweLUAvBHDW0RYb7lYKN9lxg,The Grill,-36.8486091,174.7607492,"85 Hobson Street, Auckland Central, Auckland 1010, New Zealand","establishment,food,point_of_interest,restaurant",4.5,745.0,+64 800 759 2489,https://skycityauckland.co.nz/restaurants/the-grill/,True,restaurant in Auckland,restaurant
ChIJzRrr1E45DW0RnL4CCgfYXdw,Cafe Third Wave Glenfield,-36.7819552,174.7237853,"77 Bentley Avenue, Glenfield, Auckland 0629, New Zealand","cafe,establishment,food,point_of_interest",4.8,19.0,,,True,cafe in Auckland,restaurant
ChIJ6UDZ5WI3DW0RTCnk2Kq3HiQ,Takapuna Beach Cafe,-36.7841989,174.7753112,"22 The Promenade, Takapuna, Auckland 0622, New Zealand","cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.4,3403.0,,http://www.takapunabeachcafe.com/,True,cafe in Auckland,restaurant
ChIJPZGSzB05DW0RoKzwYHeHxqE,Little Things Coffee Shop & Micro-Roastery,-36.7818556,174.7214644,"Glenfield Mall Shop 502C, Level 5/385 Glenfield Road, Glenfield, Auckland 0629, New Zealand","cafe,establishment,food,point_of_interest,store",4.8,232.0,+64 9 600 3210,http://www.littlethingscoffee.co.nz/,True,cafe in Auckland,restaurant
ChIJrccisTJGDW0RncDrmsFzxQY,Circus Circus,-36.8823611,174.7619767,"447 Mount Eden Road, Mount Eden, Auckland 1024, New Zealand","cafe,establishment,food,point_of_interest,restaurant,store",4.4,3315.0,+64 9 623 3833,http://www.circuscafe.co.nz/,True,cafe in Auckland,restaurant
ChIJ0a6M8F45DW0R2zRmP0I41Xc,SG Coffee,-36.7616334,174.7248294,"8 Target Road, Totara Vale, Auckland 0629, New Zealand","cafe,establishment,food,point_of_interest,store",4.9,68.0,,,True,cafe in Auckland,restaurant
ChIJf5N6kIc5DW0R0kGLFMMYFmI,Patch Cafe,-36.7842959,174.7385927,"108 Sunnybrae Road, Hillcrest, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.4,1079.0,+64 9 213 2340,https://m.facebook.com/Patchsunnybrae/,True,cafe in Auckland,restaurant
ChIJBz2XQQA5DW0RX_2ACgXMtR8,Lulu cafe,-36.7675767,174.7383814,"8 Link Drive, Wairau Valley, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.5,170.0,+64 9 948 9723,https://www.instagram.com/lulucafe.nz/,True,cafe in Auckland,restaurant
ChIJaX1vOOVHDW0Rw23sCKugN-s,Remedy Coffee,-36.8506588,174.7643445,"1 Wellesley Street West, Auckland Central, Auckland 1010, New Zealand","cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.7,1409.0,+64 210 383 066,https://www.facebook.com/Remedy-Coffee-134703853265719/,True,cafe in Auckland,restaurant
ChIJx2qw3A85DW0ReAqH65pOfic,Cafe Etage,-36.7818854,174.7227402,"40/48 Downing Street, Glenfield, North Shore 0629, New Zealand","cafe,establishment,food,point_of_interest",4.2,50.0,+64 9 978 9613,,True,cafe in Auckland,restaurant
ChIJ8UtKPS45DW0RawGrTXzhabU,VIBE Coffee Roasters,-36.7805767,174.7434315,"1/15 Porana Road, Wairau Valley, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.5,686.0,+64 800 652 701,http://www.vibecoffee.co.nz/,True,cafe in Auckland,restaurant
ChIJx9JNEPtHDW0RqRRiK6fjD5Q,Chuffed,-36.8480151,174.7662993,"43 High Street, Auckland Central, Auckland 1010, New Zealand","bar,cafe,establishment,food,point_of_interest,restaurant",4.5,1337.0,+64 9 367 6801,https://www.chuffed.co.nz/,True,cafe in Auckland,restaurant
ChIJge-P40s5DW0RA5ZaehnEzpI,Cafe Cezwe,-36.7829896,174.7406184,"59 Porana Road, Wairau Valley, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.8,489.0,+64 9 444 5225,http://facebook.com/cezwecafe,True,cafe in Auckland,restaurant
ChIJRaM5q65HDW0RYJIJV2BwOqM,Crave,-36.8753495,174.7362892,"6 Morningside Drive, Morningside, Auckland 1025, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.4,1889.0,+64 9 845 4714,http://cravecafe.co.nz/,True,cafe in Auckland,restaurant
ChIJafGwdfQ4DW0RZmsd5FRceU4,Fika With Me,-36.8121177,174.7264884,"5 Birkenhead Avenue, Birkenhead, Auckland 0626, New Zealand","cafe,establishment,food,point_of_interest,restaurant,store",4.7,365.0,+64 9 418 5508,https://fikawithmebirkenhead.com/,True,cafe in Auckland,restaurant
ChIJQ8ye_tRHDW0RIJ6CeYq4h2w,FLUFF Cafe,-36.8640948,174.7620515,"Unit 7G/38 Khyber Pass Road, Grafton, Auckland 1023, New Zealand","cafe,establishment,food,point_of_interest,restaurant,store",4.8,289.0,+64 9 282 1206,http://fluffhouse.co.nz/,True,cafe in Auckland,restaurant
ChIJmXje_dI5DW0R0sh3x0hCWn4,Toasted Coffee Roasters,-36.7679942,174.7373659,"4 Link Drive, Wairau Valley, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.6,341.0,+64 9 966 6485,http://toasted.co.nz/,True,cafe in Auckland,restaurant
ChIJx6Xmihc5DW0RtYuHPQgRBkk,Cox House Cafe,-36.7829734,174.7119857,"123 Stanley Road, Glenfield, Auckland 0629, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.3,131.0,+64 9 440 5868,https://www.facebook.com/CoxHouseCafe/,True,cafe in Auckland,restaurant
ChIJhXrt-A85DW0R4ssXck2kcM0,The Coffee Club Glenfield,-36.7818565,174.7220871,"Shop S201, Glenfield Road &, Downing Street, Glenfield, Auckland 0629, New Zealand","cafe,establishment,food,point_of_interest,store",3.8,281.0,+64 9 441 9062,http://www.thecoffeeclub.co.nz/,True,cafe in Auckland,restaurant
ChIJo1asezI5DW0Rg6rC4Q3chFY,Dear Friends Cafe,-36.7732038,174.7666432,"132 Kitchener Road, Milford, Auckland 0620, New Zealand","cafe,establishment,food,point_of_interest,store",4.5,505.0,+64 21 885 361,,True,cafe in Auckland,restaurant
ChIJaVBq9tY5DW0ROY9aB4eIZXY,Honey Cafe Takapuna,-36.789381,174.7706559,"12 Huron Street, Takapuna, Auckland 0622, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.5,794.0,+64 9 489 4000,https://honeycafe.co.nz/,True,cafe in Auckland,restaurant
ChIJPf_Sdto5DW0RMFvx_577P3A,Kawana Coffee House,-36.8067891,174.7435851,"1 Kawana Street, Northcote, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.9,87.0,+64 9 280 1904,,True,cafe in Auckland,restaurant
ChIJi3lg_Lo5DW0RVnOx1nWjb10,Coffee Lab,-36.7821055,174.7440972,"15 Silverfield, Wairau Valley, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest,restaurant,store",4.5,804.0,+64 9 444 3131,http://www.coffeelab.co.nz/,True,cafe in Auckland,restaurant
ChIJ5zi-uvI5DW0RThpLCTy15n8,Aim High Cafe,-36.8014051,174.7459364,"17 Pearn Place, Northcote, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.8,105.0,+64 21 112 6483,http://www.aimhightrust.co.nz/,True,cafe in Auckland,restaurant
ChIJdduYPxY6DW0RCarYQdzXwWM,"Montrose Cafe, Bistro and Bar",-36.738059,174.753685,"1 Montrose Terrace, Mairangi Bay, Auckland 0630, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.5,408.0,+64 9 478 9610,http://www.montrose.org.nz/,True,cafe in Auckland,restaurant
ChIJlzLZZgU5DW0RxhKcJVA7s5A,Little Finch Cafe,-36.7662486,174.7648634,"Inga Road, Castor Bay, Auckland 0620, New Zealand","cafe,establishment,food,point_of_interest,store",4.9,15.0,,,True,cafe in Auckland,restaurant
ChIJXStrtZVHDW0R874ZkzGOPDc,Cafe 39,-36.8573525,174.7486954,"39 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand","bar,cafe,establishment,food,point_of_interest,restaurant",4.8,325.0,+64 9 376 5008,https://www.thirtynine.co.nz/?utm_source=gmb&utm_medium=referrer&utm_campaign=search+%7C+ponsorby,True,cafe in Auckland,restaurant
ChIJabiJMJs7DW0RTWfaa8k1QS4,Jilly's cafe & eatery,-36.7442597,174.6996097,"NZ, 15H Douglas Alexander Parade, Rosedale, Albany 0632, New Zealand","cafe,establishment,food,point_of_interest",4.5,87.0,+64 9 915 8875,http://jillys.co.nz/,True,cafe in Auckland,restaurant
ChIJUzp-tYc5DW0RLcMUsLaf5iY,Fact-Tree,-36.7547264,174.7405429,"1/24 Tonkin Drive, Sunnynook, Auckland 0630, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.5,629.0,+64 9 410 7617,,True,cafe in Auckland,restaurant
ChIJEYmkEGA4DW0R5aqmMYGJa7Q,Ravenhill Cafe & Restaurant,-36.8170204,174.7322235,"98 Hinemoa Street, Birkenhead, Auckland 0622, New Zealand","cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.3,547.0,+64 9 418 2898,https://ravenhill.co.nz/,True,cafe in Auckland,restaurant
ChIJCaCvMJ1HDW0Rs3VOc2kR4hY,No.7,-36.856902,174.7587364,"7/59 Pitt Street, Newton, Auckland 1010, New Zealand","bar,cafe,establishment,food,point_of_interest,restaurant,store",4.9,42.0,+64 27 232 3875,https://instagram.com/no.7_akl?igshid=MmJiY2I4NDBkZg==,True,cafe in Auckland,restaurant
ChIJwcGgvog5DW0R4cSY2IXF6aM,The Great Cafe,-36.75970720000001,174.7398767,"Shop8/120 Sunnynook Road, Sunnynook, Auckland 0620, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.6,210.0,+64 9 410 4270,,True,cafe in Auckland,restaurant
