place_id,name,lat,lng,address,types,rating,user_ratings_total,phone,website,opening_hours_present,source_query
ChIJa3GedK6scm0RyX2ZbSj9qmA,Slippery Creek Reserve,-37.0948459,174.9455796,"Drury 2113, New Zealand","establishment,park,point_of_interest",4.2,20.0,,,True,grid_classic_park
ChIJIwiBdgCtcm0R41AW6iTyTRE,Samuel David Foote Memorial Domain,-37.1027953,174.9496291,"16 Cameron Place, Drury 2113, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJeQYiXlKrcm0RZsbsRJR1SvM,Ngakoroa Reserve,-37.1130957,174.9428107,"Karaka 2578, New Zealand","establishment,park,point_of_interest",4.1,21.0,,,True,grid_classic_park
ChIJudPwPLGscm0RuCoorZ1REqo,Papakura South Cemetery,-37.0881816,174.9464071,"75 Gatland Road, Ōpaheke, Auckland 2113, New Zealand","establishment,park,point_of_interest",4.5,105.0,+64 9 279 8232,http://www.aucklandcouncil.govt.nz/EN/parksfacilities/cemeteries/Pages/cemeterylocations.aspx#south,True,grid_classic_park
ChIJn3fVWaascm0RZvIq1NfLwzE,Drury Domain,-37.10147010000001,174.9522961,"Drury Domain 214 Great South Road, Drury 2113, New Zealand","establishment,park,point_of_interest",4.3,16.0,,https://bookings.aucklandcouncil.govt.nz/facilities/facility/drury-hall,True,grid_classic_park
ChIJdQs9A6ascm0RjdI0_gWc6Ls,East Reserve,-37.0995808,174.9507837,"2 East Street, Drury 2113, New Zealand","establishment,park,point_of_interest",4.3,4.0,,,True,grid_classic_park
ChIJe2ucVb-scm0RiQc5f8Ra-iQ,Opaheke Sports Park,-37.0852722,174.9537768,"165 Opaheke Road, Ōpaheke, Auckland 2584, New Zealand","establishment,park,point_of_interest",4.3,41.0,,,True,grid_classic_park
ChIJG3C8U6ascm0RdNXpV_oug0A,Drury Domain,-37.1014224,174.9528164,"214 Great South Road, Drury 2113, New Zealand","establishment,park,point_of_interest,premise,street_address",,,,,False,grid_classic_park
ChIJjTQfYgCtcm0R4zRY5rY-6rM,Kauri View Reserve,-37.0843852,174.9873202,"WX8P+6W, Ōpaheke, Auckland 2584, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJ69iBXBuvcm0R0RG_2i8_dhA,Pasley Park Landscape Co. (est.1984),-37.1015921,175.0961295,"2693 Hunua Road, Papakura, Hunua 2583, New Zealand","establishment,food,general_contractor,park,point_of_interest",4.3,4.0,+64 210 558 986,http://www.park.co.nz/,True,grid_classic_park
ChIJsaQZm1Kvcm0RA5Y2OeP2d04,Sweetgum Cottage & Garden,-37.0850695,175.0907252,"2495 Hunua Road, Hunua 2583, New Zealand","establishment,park,point_of_interest",5.0,4.0,+64 27 600 3765,http://www.lyndahallinan.co.nz/,False,grid_classic_park
ChIJOzGljl1dDW0RLge6WOpFn-E,Grahams Beach,-37.055641,174.6660263,"521 Grahams Beach Road, Manukau Heads 2684, New Zealand","establishment,park,point_of_interest",4.6,188.0,,,True,grid_classic_park
ChIJBWYDBSpTDW0RAz8TlcvbXNg,Boat ramp,-37.0720222,174.9039831,"201 Oakland Road, Karaka 2580, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJhw7YS2tTDW0RGe4gOVxUAWM,Kokedama Bliss,-37.069884,174.9136415,"35 Island View Road, Karaka 2580, New Zealand","establishment,park,point_of_interest",,,+64 21 293 2573,,False,grid_classic_park
ChIJK5E5NABTDW0RErTWbv9IogU,A park at Capriana drive,-37.0672879,174.9131125,"81 Capriana Drive, Auckland 2113, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,False,grid_classic_park
ChIJJWASXcJTDW0Rq0xcLTyPKWA,Hingaia Park,-37.0781286,174.9147149,"Karaka 2580, New Zealand","establishment,park,point_of_interest",4.6,32.0,,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/park-details.aspx?Location=878,False,grid_classic_park
ChIJX3tAC3RTDW0RLv682ahsM2Y,Kauri Point Reserve,-37.0576773,174.8868494,"15 Moor Park, Wattle Downs, Auckland 2103, New Zealand","establishment,park,point_of_interest",4.5,103.0,,,True,grid_classic_park
ChIJmyZ8JixTDW0RAndhPhucR9s,Ray Small Park,-37.0674476,174.9348312,"Elliot Street, Pahurehure, Auckland 2113, New Zealand","establishment,park,point_of_interest",4.4,144.0,+64 9 301 0101,http://aucklandcouncil.govt.nz/,True,grid_classic_park
ChIJbaf77cZTDW0RAqQ9SgISAEY,Hinau Reserve,-37.0745894,174.9250516,"Karaka 2113, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJab5gbWtTDW0R_AYJ82fO5o8,Anchorage Drive Reserve,-37.0764124,174.9234145,"Karaka 2113, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJ9zfr2mNTDW0RoLtn6sQ-e30,Karaka Lakes Reserve,-37.0776707,174.9228036,"1 Anchorage Drive, Karaka 2113, New Zealand","establishment,park,point_of_interest",4.8,21.0,,,False,grid_classic_park
ChIJ1ffMWIVTDW0RvmT_iCtkELM,Garden Express NZ,-37.0709917,174.9204644,"85 Pararekau Road, Karaka 2580, New Zealand","establishment,food,general_contractor,park,point_of_interest,store",3.7,3.0,+64 21 374 994,,True,grid_classic_park
ChIJDxQB6QtTDW0R6Zdlrus11b4,Thornton Reserve,-37.0788958,174.9244289,"Karaka 2113, New Zealand","establishment,park,point_of_interest",4.7,3.0,,,False,grid_classic_park
ChIJXXhcI82scm0RFkpZqXLM-KA,Kirks Bush,-37.0739036,174.9411355,"Great South Road, Rosehill, Auckland 2113, New Zealand","establishment,park,point_of_interest",4.3,80.0,,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx,True,grid_classic_park
ChIJrwaWNXxTDW0RmfbTHJ0O5Qs,Pahurehure Esplanade Path,-37.0630641,174.9330621,"7 Wharf Street, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.4,9.0,,https://www.aucklandcouncil.govt.nz/parks-recreation/get-outdoors/aklpaths/Pages/path-map.aspx?ItemId=245,True,grid_classic_park
ChIJP_MIoTVTDW0R8pBhrihiSfA,Marybeth Reserve,-37.0808561,174.93732,"Rosehill, Auckland 2113, New Zealand","establishment,park,point_of_interest",3.6,22.0,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx,True,grid_classic_park
ChIJGwimDWBTDW0Rv0F4DPAHVh0,Bayvista Drive Reserve,-37.0823718,174.9197144,"Karaka 2113, New Zealand","establishment,park,point_of_interest",3.0,2.0,,,False,grid_classic_park
ChIJNaIVoi6tcm0Rq001KfqeFpo,Chisholm Corner,-37.0709653,174.9433687,"312 Great South Road, Ōpaheke, Auckland 2113, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJX2iF7Futcm0Roivg-wlqUiw,Willis Bush Reserve,-37.0690491,174.9430264,"345r Great South Road, Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJD57ZHipTDW0ReCT5FrGhwEE,Prince Edward Park,-37.0616478,174.934994,"Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.3,126.0,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx,True,grid_classic_park
ChIJZRqm-ZVTDW0R7hojjRb-dcs,Hingaia Esplanade,-37.0630937,174.9164068,"Karaka Harbourside, Karaka 2113, New Zealand","establishment,park,point_of_interest",4.5,2.0,,,False,grid_classic_park
ChIJAy3r69dSDW0RCpmTY-aXRK4,Youngs Park,-37.0595218,174.9308594,"Cliff Road, Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.3,76.0,,,True,grid_classic_park
ChIJLVtAslZTDW0RHXgVSa_zlTs,Gills Ave Park,-37.05998820000001,174.9370331,"2E Wood Street, Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.4,27.0,,,True,grid_classic_park
ChIJ-7cCs2etcm0RvZtir9xl2Ts,Papakura Town Square,-37.0622607,174.9421395,"1 Broadway, Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",3.1,7.0,,,False,grid_classic_park
ChIJiav9UABTDW0R3vwEyxHjVcY,Ernie Clark Reserve,-37.059236,174.9375702,"57 Gills Avenue, Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,True,grid_classic_park
ChIJ3Sev3zJTDW0R8TIqj7mQC58,Southern Park,-37.0740906,174.9391552,"7 Vanni Lane, Pahurehure, Auckland 2113, New Zealand","establishment,park,point_of_interest,premise,street_address",,,,,False,grid_classic_park
ChIJ0b0vO-6scm0RD8ctmKr3R4g,Mulch Blowers,-37.0774053,174.960686,"75 Boundary Road, Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",3.0,2.0,+64 9 298 0393,https://www.mulchblowers.co.nz/,True,grid_classic_park
ChIJv4h_G92scm0RKQ0t2iJcwMU,Te Koiwi Park,-37.0708566,174.9601155,"29R Hunua Road, Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",3.9,26.0,,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/park-details.aspx?Location=524,True,grid_classic_park
ChIJBzW_ZwCtcm0R4grSm6Y9pag,Bo-Be Reserve,-37.0762698,174.9556054,"57 Boundary Road, Ōpaheke, Auckland 2110, New Zealand","establishment,park,point_of_interest",5.0,1.0,+64 21 167 8639,,True,grid_classic_park
ChIJeSnRNfGtcm0Roesaphl7E1M,Skate and bike track,-37.0695071,174.9669754,"163 Dominion Road, Red Hill, Auckland 2110, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,False,grid_classic_park
ChIJe8iKMVOtcm0RVT9y1bEOmFM,Smiths Reserve,-37.0688025,174.955332,"18-20 Smiths Avenue, Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.3,25.0,,,True,grid_classic_park
ChIJ2xuINGCtcm0RCZsuRdk3NNQ,Walker’s Bush,-37.0765598,174.9695155,"76B Hunua Road, Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.0,2.0,,,False,grid_classic_park
ChIJc7Ij4eOscm0RCv3XxGVGSNg,Keri Downs Park,-37.066492,174.9664586,"200r Dominion Road, Red Hill, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.2,54.0,,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx,True,grid_classic_park
ChIJBW4ws_2scm0Roh7ML5LrtI0,Children's Forest,-37.0651964,174.9748119,"Settlement Road, Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.1,18.0,,,True,grid_classic_park
ChIJiZDANfmscm0RhTqRDev50e8,Margans Bush,-37.0694698,174.9778677,"Red Hill, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.5,4.0,,,True,grid_classic_park
ChIJI6MozCGtcm0ROLF_VcVgR7k,Rollerson Park Community Garden,-37.0590534,174.9602476,"44R Rollerson Street, Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",3.6,21.0,+64 210 633 771,,True,grid_classic_park
ChIJLaIIVNascm0RGt_A1T4Z7MI,Massey Park,-37.0637476,174.9476125,"Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.5,159.0,,,True,grid_classic_park
ChIJ-UeM9_iscm0R9r1KtN980ss,Redhill Scenic Reserve,-37.0711731,174.9793618,"Red Hill, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.3,25.0,,,True,grid_classic_park
ChIJ-drD8jatcm0RTKP3ylHW-HY,Stellar Glamping,-37.0680997,174.9813839,"New Zealand, Auckland, Papakura, Red Hill Rd, NZ邮政编码: 2110","campground,establishment,lodging,park,point_of_interest",5.0,24.0,+64 22 381 2180,https://www.stellarglamping.co.nz/,False,grid_classic_park
ChIJ-fz9Jyatcm0RhDkEsjy_qXQ,Herkts Bush,-37.0581843,174.9505608,"Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.2,26.0,,,True,grid_classic_park
ChIJO7ne9retcm0RKtKew_dOc1A,Elsie Morton Reserve,-37.0574094,174.9697395,"Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",4.1,8.0,,,True,grid_classic_park
ChIJa6ORpT6tcm0RyAxu2zJEr6c,Kai-pāwhara / Kirikiri Reserve,-37.0588182,174.9729885,"Papakura, Auckland 2110, New Zealand","establishment,park,point_of_interest",5.0,6.0,,,False,grid_classic_park
ChIJPTnhCACvcm0RXhrR1r5-Dcs,Hunua Domain,-37.0690855,175.069684,"Falls Road, Hunua 2583, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJj0Ncr3evcm0RIAidJGLvAA8,Hunua Falls Reserve,-37.0675468,175.0949402,"Hunua 2583, New Zealand","establishment,park,point_of_interest",4.6,585.0,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/park-details.aspx?Location=213,True,grid_classic_park
ChIJR4_eCp-vcm0RhPBB1CNn008,Hunua Falls Camp,-37.0642102,175.087063,"203 Falls Road, Hunua 2583, New Zealand","campground,establishment,lodging,park,point_of_interest",4.3,82.0,+64 9 411 9191,http://www.hunuafallscamp.co.nz/,False,grid_classic_park
ChIJnR2hFX6vcm0RyJC2IhhrjyY,Cossey-Massey-Loop-Track,-37.07211789999999,175.1053124,"Hunua 2583, New Zealand","establishment,park,point_of_interest",4.4,52.0,,http://regionalparks.aucklandcouncil.govt.nz/hunuafalls/track/Cossey%20-%20Massey%20Loop%20walk,True,grid_classic_park
ChIJI7kR2j5mDW0R_6hAumtxjyk,Whatipu Lodge and Campground,-37.0395275,174.5062372,"Whatipu Road, Huia, Auckland 0604, New Zealand","campground,establishment,lodging,park,point_of_interest",4.6,162.0,+64 9 811 8860,http://www.whatipulodge.co.nz/,False,grid_classic_park
ChIJ3T8fj8xlDW0RgtFCsgjZYoI,Whatipu Beach,-37.0450075,174.5068561,"Whatipu Road, Huia, Auckland 0604, New Zealand","establishment,park,point_of_interest",4.8,220.0,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/Pages/default.aspx,True,grid_classic_park
ChIJH-1gdsplDW0R7OnIUR-WQkY,Gibbons Track First Lookout Point,-37.037992,174.501394,"Huia, Auckland 0604, New Zealand","establishment,park,point_of_interest",4.4,20.0,+64 9 301 0101,https://www.freewalks.nz/auckland/gibbons-track-walk/track/,True,grid_classic_park
ChIJwVIZ1LllDW0RxAAFxJDM3xA,Gibbons Track Second Lookout,-37.030478,174.498314,"Huia, Auckland 0604, New Zealand","establishment,park,point_of_interest",4.8,8.0,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/Pages/default.aspx,True,grid_classic_park
ChIJHd_j8WhlDW0RoV4f7jnXlOI,Puriri Ridge trig platform,-37.035304,174.5187942,"XG79+VG, Huia, Auckland 0604, New Zealand","establishment,park,point_of_interest",4.9,14.0,,,False,grid_classic_park
ChIJhdP8egBnDW0RRK56fwL2_yg,Pūngāwerewere Cove,-37.0435279,174.5724102,"17 Dodd Road, Manukau Heads 2684, New Zealand","establishment,park,point_of_interest",5.0,2.0,,,True,grid_classic_park
ChIJ92fObqRnDW0RjBoaWuhAsgQ,Wattle Bay,-37.0461801,174.5833649,"18 Dodd Road, Manukau Heads 2684, New Zealand","establishment,park,point_of_interest",4.5,49.0,,,True,grid_classic_park
ChIJ02nffKxnDW0RFB8JOgg9DNk,Coulthard Reserve,-37.0466096,174.5841087,"Manukau Heads 2684, New Zealand","establishment,park,point_of_interest",4.5,11.0,,,False,grid_classic_park
ChIJMUQdh4FdDW0RbjtRFyC9o8I,Orua Bay Beach Motor Camp,-37.0488583,174.6111368,"294 Orua Bay Road, Manukau Heads 2684, New Zealand","campground,establishment,lodging,park,point_of_interest",4.4,60.0,+64 9 235 1129,http://www.oruabay.co.nz/,False,grid_classic_park
ChIJtzY7Q5ZnDW0RAZxyDMdEqE8,Orpheus Rock,-37.0455333,174.5992856,"Orpheus Road, Manukau Heads 2684, New Zealand","establishment,park,point_of_interest",4.5,24.0,,,True,grid_classic_park
ChIJITrjr6FdDW0R_0g3tARzeEM,Orua Bay Beach,-37.0487343,174.6083291,"Manukau Heads 2684, New Zealand","establishment,park,point_of_interest",4.7,12.0,,,False,grid_classic_park
ChIJTXX0XuZdDW0Rq3zZol1KMf0,Orua bay park,-37.0493835,174.6089805,"Manukau Heads 2684, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJvw71EwBTDW0RXsj9bvOxA1o,Honey Park,-37.0455255,174.8627205,"6R Honey Place, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,False,grid_classic_park
ChIJ5_0wSgBTDW0RGmuYDQxLM6Q,Waimai Avenue Reserve,-37.0469602,174.8631711,"2 Waimai Avenue, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,False,grid_classic_park
ChIJB_MqWQBTDW0Rm5t5WqFaeiY,Waimai Road Beach Acess,-37.04612520000001,174.8573604,"60 Waimai Avenue, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,False,grid_classic_park
ChIJ52RvKQBTDW0RdrTXtNVKhy8,Settlers Cove Reserve,-37.0428107,174.8643727,"485 Weymouth Road, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,False,grid_classic_park
ChIJ1wpFFQBTDW0Res2PcsCnfHA,McLeod Road Beach Acess,-37.0481678,174.8574815,"2 Domain Road, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,False,grid_classic_park
ChIJb4SgRwBTDW0RQel2tvwixmM,Gibbons Road Beach Acess,-37.0440575,174.8572659,"38 Gibbons Road, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,False,grid_classic_park
ChIJ9fjHJ9tTDW0Rs0zNeH9bcAY,Laurie Gibbons Memorial Park,-37.04332309999999,174.8576741,"Unnamed Road, Clendon Park, Auckland 2103, New Zealand","establishment,park,point_of_interest",4.4,47.0,,,True,grid_classic_park
ChIJWajRfUpTDW0RnKaXN5v_J5M,Weymouth Beach Access,-37.04930239999999,174.8578989,"36 McInnes Road, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",4.7,3.0,,,True,grid_classic_park
ChIJo0e2nylSDW0RfXK_RM11s_g,Keith Park,-37.05117070000001,174.8603939,"18 Roys Road, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",4.3,236.0,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx,True,grid_classic_park
ChIJJ_-GQwBTDW0RhqAgaWsSlzs,Beihlers Road Foreshore,-37.0507452,174.8657876,"23 Hazards Road, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,False,grid_classic_park
ChIJT1HyBHtTDW0RlLV7bf8hSjk,Pitt Avenue Foreshore,-37.0406938,174.8581577,"Unnamed Road, Clendon Park, Auckland 2103, New Zealand","establishment,park,point_of_interest",4.6,7.0,,https://places.nz/1925,False,grid_classic_park
ChIJJ-yKfQBTDW0R-y6lyicayNo,Weymouth Park,-37.0406483,174.8662546,"454R Weymouth Road, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJO0ZdyixTDW0RzHJvBCSrwDw,Waimahia Park,-37.0451948,174.8713411,"69 Waimahia Avenue, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,False,grid_classic_park
ChIJ73lvZ0FTDW0Re93tURTtpk8,Becker Drive Reserve,-37.0410766,174.8695824,"Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,False,grid_classic_park
ChIJH1wJ7iBSDW0RWUg-qn0Sh88,Blackgate Reserve,-37.0381203,174.8627195,"140R Palmers Road, Clendon Park, Auckland 2103, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJF5uilb5TDW0RWaaI7zbbSsQ,Taiaapure Street Reserve,-37.0386794,174.8709474,"15 Taiaapure Street, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJ5eQKHzJTDW0RQBd9Fq5QhuM,Heron Point Reserve,-37.0410646,174.8744354,"Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",4.5,6.0,,,False,grid_classic_park
ChIJY_FXKBZSDW0RczQanaI93gs,Leaver Park,-37.0366033,174.8703928,"3 Leaver Place, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",1.0,1.0,,,True,grid_classic_park
ChIJR4ofL5BTDW0Rzmogkl_5_zY,Mahia Road Reserve,-37.03643,174.8723623,"359 Mahia Road, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJzVcBKABTDW0Rsgd1JJC7RPg,Clendon Community Centre Reserve,-37.0328235,174.8663934,"17R Palmers Road, Clendon Park, Auckland 2103, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJuztpKwlTDW0R7qgUrqMq-Lo,Roscommon Road Corner Reserve,-37.033589,174.870054,"504 Roscommon Road, Clendon Park, Auckland 2103, New Zealand","establishment,park,point_of_interest",4.0,2.0,,https://infocouncil.aucklandcouncil.govt.nz/Open/2017/06/MR_20170615_AGN_7120_AT_SUP_files/MR_20170615_AGN_7120_AT_SUP_Attachment_53933_3.PDF,True,grid_classic_park
ChIJRXg9GABTDW0R4bbznkw51WM,Glenveagh Park Drive Reserve,-37.0355733,174.8737668,"9 Loughinisland Place, Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJ8Tee7TNTDW0RcY3bvYh1ECk,Manga-pākau / Glenveagh Park Drive Reserve,-37.0344523,174.8729215,"Weymouth, Auckland 2103, New Zealand","establishment,park,point_of_interest",,,,,False,grid_classic_park
ChIJJXLN-RtSDW0RUK8gKVMAImQ,Volta Place Reserve,-37.030355,174.8621763,"Clendon Park, Auckland 2103, New Zealand","establishment,park,point_of_interest",3.9,22.0,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx,True,grid_classic_park
ChIJ796428hTDW0RAfjImbxIDE4,Sykes Road Foreshore,-37.0417719,174.8816284,"151 Sykes Road, Manurewa, Auckland 2103, New Zealand","establishment,park,point_of_interest",5.0,1.0,,,True,grid_classic_park
ChIJ2T7NfixTDW0RGCFVm3UcvLU,Roscommon Park (Tamwoth Close Reserve),-37.0308385,174.8693199,"474 Roscommon Road, Clendon Park, Auckland 2103, New Zealand","establishment,park,point_of_interest",4.0,1.0,,,True,grid_classic_park
ChIJYxci9NlTDW0RCBXjMwyf2_Q,Saint Annes Foreshore,-37.0538031,174.8798779,"Wattle Downs, Auckland 2103, New Zealand","establishment,park,point_of_interest",4.5,66.0,,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx,True,grid_classic_park
ChIJqyO_x0hSDW0RNgImZhqs4bo,Wattle Downs Esplanade Reserve,-37.0493364,174.8821085,"Wattle Downs, Auckland 2103, New Zealand","establishment,park,point_of_interest",4.3,28.0,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx,True,grid_classic_park
ChIJy8Ab9EdSDW0REv3WJpWUsDg,Recreation Reserve,-37.0465137,174.8771507,"12 Elie Place, Wattle Downs, Auckland 2103, New Zealand","establishment,park,point_of_interest,premise,street_address",,,,,False,grid_classic_park
ChIJYdoN5IpSDW0RKIV9eN8iqfg,Beautification Trust,-37.0363096,174.9007941,"38 Holmes Road, Manurewa, Auckland 2102, New Zealand","establishment,general_contractor,park,point_of_interest",4.8,54.0,+64 9 269 4080,https://www.beautification.org.nz/,True,grid_classic_park
ChIJ40Cd7FhSDW0R_PmmcObYTV0,Tington Park,-37.045093,174.8968281,"11r Glenross Drive, Wattle Downs, Auckland 2103, New Zealand","establishment,park,point_of_interest",4.2,20.0,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx,True,grid_classic_park
