place_id,name,lat,lng,address,types,rating,user_ratings_total,phone,website,opening_hours_present,source_query
ChIJP2kKVFVHDW0Ref52MRvqxgA,"Rodd & Gunn The Lodge, Auckland",-36.8432548,174.7660786,"Commercial Bay, 7 Queen Street, Auckland 1010, New Zealand","bar,establishment,food,point_of_interest,restaurant",4.4,341,+64 9 884 4200,https://www.roddandgunn.com/nz/the-lodge-bar/auckland,True,restaurant in Auckland
ChIJ85DZyo07DW0RexnR3fM7Zdo,Acafe (BlueSong) Coffee & Mocktails,-36.7402466,174.7217283,"6/4 Arrenway Drive, Rosedale, Auckland 0632, New Zealand","cafe,establishment,food,point_of_interest,store",4.7,44,+64 210 277 8501,https://www.instagram.com/acafe.nz/,True,cafe in Auckland
ChIJ6UDZ5WI3DW0RTCnk2Kq3HiQ,Takapuna Beach Cafe,-36.7841989,174.7753112,"22 The Promenade, Takapuna, Auckland 0622, New Zealand","cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.4,3429,,http://www.takapunabeachcafe.com/,True,cafe in Auckland
ChIJrccisTJGDW0RncDrmsFzxQY,Circus Circus,-36.8823611,174.7619767,"447 Mount Eden Road, Mount Eden, Auckland 1024, New Zealand","cafe,establishment,food,point_of_interest,restaurant,store",4.4,3363,+64 9 623 3833,http://www.circuscafe.co.nz/,True,cafe in Auckland
ChIJzRrr1E45DW0RnL4CCgfYXdw,Cafe Third Wave Glenfield,-36.7819552,174.7237853,"77 Bentley Avenue, Glenfield, Auckland 0629, New Zealand","cafe,establishment,food,point_of_interest",4.8,20,,,True,cafe in Auckland
ChIJf5N6kIc5DW0R0kGLFMMYFmI,Patch Cafe,-36.7842959,174.7385927,"108 Sunnybrae Road, Hillcrest, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.4,1094,+64 9 213 2340,https://m.facebook.com/Patchsunnybrae/,True,cafe in Auckland
ChIJ0a6M8F45DW0R2zRmP0I41Xc,SG Coffee,-36.7616334,174.7248294,"8 Target Road, Totara Vale, Auckland 0629, New Zealand","cafe,establishment,food,point_of_interest,store",4.9,72,,,True,cafe in Auckland
ChIJaX1vOOVHDW0Rw23sCKugN-s,Remedy Coffee,-36.8506588,174.7643445,"1 Wellesley Street West, Auckland Central, Auckland 1010, New Zealand","cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.7,1442,+64 210 383 066,https://www.facebook.com/Remedy-Coffee-134703853265719/,True,cafe in Auckland
ChIJBz2XQQA5DW0RX_2ACgXMtR8,Lulu cafe,-36.7675767,174.7383814,"8 Link Drive, Wairau Valley, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.5,178,+64 9 948 9723,https://www.instagram.com/lulucafe.nz/,True,cafe in Auckland
ChIJKSaqHQBHDW0RnmbbeL593Kw,Omusubi Cafe Plat,-36.8472318,174.7665573,"29 Vulcan Lane, Auckland Central, Auckland 1010, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.6,60,,https://www.instagram.com/omusubicafe_plat?igsh=ZXN0cm12cHB0M2Fw,True,cafe in Auckland
ChIJx9JNEPtHDW0RqRRiK6fjD5Q,Chuffed,-36.8480151,174.7662993,"43 High Street, Auckland Central, Auckland 1010, New Zealand","bar,cafe,establishment,food,point_of_interest,restaurant",4.5,1344,+64 9 367 6801,https://www.chuffed.co.nz/,True,cafe in Auckland
ChIJPZGSzB05DW0RoKzwYHeHxqE,Little Things Coffee Shop & Micro-Roastery,-36.7818556,174.7214644,"Glenfield Mall Shop 502C, Level 5/385 Glenfield Road, Glenfield, Auckland 0629, New Zealand","cafe,establishment,food,point_of_interest,store",4.7,238,+64 9 600 3210,http://www.littlethingscoffee.co.nz/,True,cafe in Auckland
ChIJ8UtKPS45DW0RawGrTXzhabU,VIBE Coffee Roasters,-36.7805767,174.7434315,"1/15 Porana Road, Wairau Valley, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.5,698,+64 800 652 701,http://www.vibecoffee.co.nz/,True,cafe in Auckland
ChIJQ8ye_tRHDW0RIJ6CeYq4h2w,FLUFF Cafe,-36.8640948,174.7620515,"Unit 7G/38 Khyber Pass Road, Grafton, Auckland 1023, New Zealand","cafe,establishment,food,point_of_interest,restaurant,store",4.8,298,+64 9 282 1206,http://fluffhouse.co.nz/,True,cafe in Auckland
ChIJge-P40s5DW0RA5ZaehnEzpI,Cafe Cezwe,-36.7829896,174.7406184,"59 Porana Road, Wairau Valley, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.8,496,+64 9 444 5225,http://facebook.com/cezwecafe,True,cafe in Auckland
ChIJRaM5q65HDW0RYJIJV2BwOqM,Crave,-36.8753495,174.7362892,"6 Morningside Drive, Morningside, Auckland 1025, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.4,1907,+64 9 845 4714,http://cravecafe.co.nz/,True,cafe in Auckland
ChIJafGwdfQ4DW0RZmsd5FRceU4,Fika With Me,-36.8121177,174.7264884,"5 Birkenhead Avenue, Birkenhead, Auckland 0626, New Zealand","cafe,establishment,food,point_of_interest,restaurant,store",4.7,370,+64 9 418 5508,https://fikawithmebirkenhead.com/,True,cafe in Auckland
ChIJXStrtZVHDW0R874ZkzGOPDc,Cafe 39,-36.8573525,174.7486954,"39 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand","bar,cafe,establishment,food,point_of_interest,restaurant",4.8,330,+64 9 376 5008,https://www.thirtynine.co.nz/?utm_source=gmb&utm_medium=referrer&utm_campaign=search+%7C+ponsorby,True,cafe in Auckland
ChIJmXje_dI5DW0R0sh3x0hCWn4,Toasted Coffee Roasters,-36.7679942,174.7373659,"4 Link Drive, Wairau Valley, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.7,346,+64 9 966 6485,http://toasted.co.nz/,True,cafe in Auckland
ChIJzbpf74BHDW0RnNHbnp0EBvI,Honey Sundays,-36.8473247,174.7317725,"203 Jervois Road, Herne Bay, Auckland 1011, New Zealand","cafe,establishment,food,point_of_interest",4.9,88,,https://www.instagram.com/honeysundays_/,True,cafe in Auckland
ChIJySyGxQlHDW0RrnjDV9QNp0U,Honey Cafe CBD,-36.85162070000001,174.7651862,"44/46 Lorne Street, Auckland Central, Auckland 1010, New Zealand","cafe,establishment,food,point_of_interest",4.8,343,+64 9 300 6327,https://honeycafe.co.nz/cbd/,True,cafe in Auckland
ChIJaVBq9tY5DW0ROY9aB4eIZXY,Honey Cafe Takapuna,-36.789381,174.7706559,"12 Huron Street, Takapuna, Auckland 0622, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.5,803,+64 9 489 4000,https://honeycafe.co.nz/,True,cafe in Auckland
ChIJdduYPxY6DW0RCarYQdzXwWM,"Montrose Cafe, Bistro and Bar",-36.738059,174.753685,"1 Montrose Terrace, Mairangi Bay, Auckland 0630, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.5,412,+64 9 478 9610,http://www.montrose.org.nz/,True,cafe in Auckland
ChIJ5zi-uvI5DW0RThpLCTy15n8,Aim High Cafe,-36.8014051,174.7459364,"17 Pearn Place, Northcote, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.8,105,+64 21 112 6483,http://www.aimhightrust.co.nz/,True,cafe in Auckland
ChIJx6Xmihc5DW0RtYuHPQgRBkk,Cox House Cafe,-36.7829734,174.7119857,"123 Stanley Road, Glenfield, Auckland 0629, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.3,131,+64 9 440 5868,https://www.facebook.com/CoxHouseCafe/,True,cafe in Auckland
ChIJCaCvMJ1HDW0Rs3VOc2kR4hY,No.7,-36.856902,174.7587364,"7/59 Pitt Street, Newton, Auckland 1010, New Zealand","bar,cafe,establishment,food,point_of_interest,restaurant,store",4.9,43,+64 27 232 3875,https://instagram.com/no.7_akl?igshid=MmJiY2I4NDBkZg==,True,cafe in Auckland
ChIJPf_Sdto5DW0RMFvx_577P3A,Kawana Coffee House,-36.8067891,174.7435851,"1 Kawana Street, Northcote, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest",4.9,88,+64 9 280 1904,,True,cafe in Auckland
ChIJlzLZZgU5DW0RxhKcJVA7s5A,Little Finch Cafe,-36.7662486,174.7648634,"Inga Road, Castor Bay, Auckland 0620, New Zealand","cafe,establishment,food,point_of_interest,store",4.9,16,,,True,cafe in Auckland
ChIJi3lg_Lo5DW0RVnOx1nWjb10,Coffee Lab,-36.7821055,174.7440972,"15 Silverfield, Wairau Valley, Auckland 0627, New Zealand","cafe,establishment,food,point_of_interest,restaurant,store",4.5,811,+64 9 444 3131,http://www.coffeelab.co.nz/,True,cafe in Auckland
ChIJU3eheKVHDW0R1N_TrCOFlzI,Benedict's,-36.8625192,174.760267,"1/30 Saint Benedicts Street, Eden Terrace, Auckland 1010, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.5,367,+64 9 212 1621,https://www.benedicts.co.nz/,True,cafe in Auckland
ChIJf-8GPuRHDW0Rw275cZElgoo,Little Q,-36.8721615,174.7446683,"460 New North Road, Kingsland, Auckland 1021, New Zealand","cafe,establishment,food,point_of_interest",4.7,490,+64 9 815 0660,https://littleq.co.nz/,True,cafe in Auckland
ChIJEYmkEGA4DW0R5aqmMYGJa7Q,Ravenhill Cafe & Restaurant,-36.8170204,174.7322235,"98 Hinemoa Street, Birkenhead, Auckland 0622, New Zealand","cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.3,549,+64 9 418 2898,https://ravenhill.co.nz/,True,cafe in Auckland
ChIJUzp-tYc5DW0RLcMUsLaf5iY,Fact-Tree,-36.7547264,174.7405429,"1/24 Tonkin Drive, Sunnynook, Auckland 0630, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.5,633,+64 9 410 7617,,True,cafe in Auckland
ChIJL7ubf883DW0Rmlu7wck6O9c,Dulcie,-36.8296467,174.8040482,"33 King Edward Parade, Devonport, Auckland 0624, New Zealand","establishment,food,point_of_interest,restaurant",4.7,265,+64 9 281 0413,http://www.dulcie.co.nz/,True,cafe in Auckland
ChIJVSHCAplHDW0RuMyfJ1nf8qQ,wildbean cafe,-36.8461421,174.7586904,"104/108 Fanshawe Street, Auckland Central, Auckland 1010, New Zealand","bakery,cafe,establishment,food,point_of_interest,restaurant,store",4.0,34,+64 9 373 0910,https://www.bp.com/en_nz/new-zealand/home.html,True,cafe in Auckland
