place_id,author_name,rating,text,time,relative_time,language,review_id
ChIJ7R-fEbNNDW0R5KihkMDYXOk,Gurwinder Singh,5,Great products. Bought few items from them and these are of great quality. I highly recommend if you are looking for quality in cheap and competitive price.,1721521932,a year ago,en,70007b76f4e1d5293cf6b218
ChIJ7R-fEbNNDW0R5KihkMDYXOk,Ekamjot Singh,5,"Awesome customer service, and a lot of great quality products!",1722760295,a year ago,en,11e64ca1de8c2945b1d808ea
ChIJb0a9xbtNDW0RQG3PiSi7l8g,V C,5,"South Point Shopping Mall in Manukau is a convenient and well-laid-out centre that offers a great mix of everyday essentials and dining options. One of the standout features is the parking — there’s plenty available, with both open-air and covered spaces, so whether it’s sunny or raining, you’re sorted. It’s easy to get a park and access the shops without too much walking, which is a big plus if you’re in a hurry or shopping with kids.

Inside the mall, there’s a solid selection of food outlets catering to different tastes, from local favourites to takeaway options. Whether you’re grabbing a quick lunch or sitting down for dinner, you’ll find something that hits the spot. The restaurants are clean, welcoming, and usually not overcrowded.

In terms of essentials, the mall includes a Countdown supermarket which is well-stocked and makes it easy to grab your groceries in one go. There’s also an ATM on site, which is convenient for quick cash withdrawals. Other services include a barber shop that’s reasonably priced and does a good job, and dolloar shop is good too. Malaysian food is good here too and my fav is burger fuel

While it’s not as large or flashy as some of the bigger malls in Auckland, South Point has a relaxed atmosphere and covers all the basics in one easy-to-navigate location. It’s a great stop for locals or anyone passing through Manukau who wants hassle-free shopping, dining, and services all under one roof.",1745988867,3 months ago,en,afa74fa22612ac220f0431dc
ChIJb0a9xbtNDW0RQG3PiSi7l8g,Rob Miller,1,One of the claw machines stole our money and there is no one at Southpoint to fix the problem after asking Woolworths about it. Not going to contact someone by email/phone over $2. Fix your damn machine.,1740189870,5 months ago,en,0c731f022fc3e20ed128dba6
ChIJb0a9xbtNDW0RQG3PiSi7l8g,Steve,5,Always kept clean and tidy nice place to walk around,1752732226,3 weeks ago,en,490c1b11311ee251a39cc8c5
ChIJb0a9xbtNDW0RQG3PiSi7l8g,Will Will,4,"There is a countdown here, has just about everything you could need from a supermarket, no, really, if you can't find it here, your probably not looking hard enough.",1746347229,3 months ago,en,339bd8c80db3ba5792470159
ChIJb0a9xbtNDW0RQG3PiSi7l8g,Elaine Sam,5,My favorite shops. Bakers Delight.  Cheesecake shop. Hollywood bakery for coffee. Woolworths a great range of items,1737965765,6 months ago,en,f9ccfa9198dd2c0c213940a8
ChIJx-YpicBNDW0R8u3eKSmUTAw,Navdeep Kaur,5,,1671687361,2 years ago,,c7908f7a65b56485ab125ef8
ChIJL7IxFppNDW0RbzIeiQ6DUhQ,M and M Pr Productions,4,"Lovely team that run it, always enjoy our time here. Fish tastes a bit dry but overall a good store.",1754800387,in the last week,en,f227d5c07a2d57cda0eef427
ChIJL7IxFppNDW0RbzIeiQ6DUhQ,Rose Dunn,3,Lone star in manukau is part of this area....at the time we were parked there it was raining was able to get parking outfront of lone star....went there for lunch.,1715978462,a year ago,en,ab9735644d1379f636492d70
ChIJL7IxFppNDW0RbzIeiQ6DUhQ,L&J “Libin”,1,"It's an open shopping complex, having some  restaurants,  grocery shopping, liquor shops, etc. Limited parking space but convenient place.",1720951548,a year ago,en,5f34d26687cdb7c5a6da967b
ChIJL7IxFppNDW0RbzIeiQ6DUhQ,alan hamilton,5,It is one of the best public shops I've been very handy to and I absolutely remember when that new shops was established it was 20 years ago that the new shops were first built and it's one of the best south Auckland locations I've ever been to for eateries.,1632358839,3 years ago,en,42b3f89fff96a010fed2517d
ChIJL7IxFppNDW0RbzIeiQ6DUhQ,zahoor ur rahman,5,Jewel of South Auckland.,1736979719,7 months ago,en,b1d90c1d3baa8dd3c13fa673
ChIJK3LLlQZNDW0R56b_-xddtf0,Vic Welly,5,Handy laundromat. The good thing is its tidy and not busy. The biggest perk is not many shady people around and its fairly safe. Parking is hard to find sometimes but most of times you find it. Coins sometimes misbehave but if it doesnt work the dairy owner helps u and they are kind enough to change the coins.,1727084412,10 months ago,en,5769a90cee7c8e18b41b94f5
ChIJK3LLlQZNDW0R56b_-xddtf0,Harry Low,4,"Bright & neat lsundromat

Clear operating & payment sysyems

They have a cashless payment system, just Pay Wave.

Brand new washers & drying machines

There are washing machines for varying laundry loads",1728496507,10 months ago,en,05b2b9cf891de243f0ca205f
ChIJK3LLlQZNDW0R56b_-xddtf0,Stephan Nalaka De Silva,5,Very good place to do your laundry items.Parking available,1742269262,4 months ago,en,e5b13b5bcc7c1b03f9c6183e
ChIJK3LLlQZNDW0R56b_-xddtf0,Stephanie Hofmann,5,"Had never used a laundromat before by myself. Staff were helpful and nice and once you become a regular it's good to feel recognised.
Small dryers are $1 for 10 minutes
Large dryers $1 per 8 minutes. If u have tonnes of washing to do the big machines are amazing.

Plus it's always nice and clean Inside. I always see them cleaning out the lint and maintaining it well.",1484304872,8 years ago,en,a7c112fdb52a4dd2c9c3a392
ChIJK3LLlQZNDW0R56b_-xddtf0,Esmay Selwyn,5,Easy access but a very busy place at times due to weather.  No complaints here use the drying facilities often.,1700514257,a year ago,en,5cef52f342bbb67380635dba
ChIJA-Pyr41PDW0RnQL95CuCXPU,A.M.F.O I,3,"Some good bargain on perfumes...other than that the place is alright they don't have variety of products  to choose from and the make up in store looked like makeup brands that no one buys or use, looked old",1745752503,3 months ago,en,4e632d33bb4bacce8b2319ea
ChIJA-Pyr41PDW0RnQL95CuCXPU,Oluka Dushyantha,4,This is my usual place to go when I want to buy branded perfume. You can buy  original products with cheaper price. They got lots of other costumes as well. Highly recommended. Not allowed to carry handbags.  Very close to the Auckland airport and the hotels. This place is on the  Airporter bus route. So you can use the Airporter bus too.,1489108698,8 years ago,en,4d6a2151e23c5010fc9b4635
ChIJA-Pyr41PDW0RnQL95CuCXPU,Julie Gofton,5,Second time ordering from crush beauty online and both times I have been incredibly happy and they have gone above and beyond. This time I got a mystery $10 pack and wow so happy with what I received. Thanks heaps x,1729555508,9 months ago,en,63de7c594a6eab3cf5679653
ChIJA-Pyr41PDW0RnQL95CuCXPU,J PM,1,"This Review is for the Crush Beauty’s Annual Cosmetic sale that was back after a Covid hiatus and this year it was jointly held with Bendon.
Many people had turned up there on the day at 7am for the 9am opening. As probably anticipated, the day started with extremely long queues, not to mention the traffic congestion caused on the Airpark Road.
After over an hour’s queueing, people were let in by a lone security guard in a batch of about 20 people at a time. We were all required to scan their bar code before entering the warehouse.
And then Voilà we were inside…to a scene of utter chaos and disorganisation. It was a very poorly organised warehouse that was lined/cluttered with cartons on tables filled with a jumble of poor quality makeup products and deodorants; most of the cosmetics were testers or rejects or returned makeup products. They were really cheap looking stuff.
The array of Bendon lingerie displayed were even more pathetic. They looked like Returns or/and Used lingerie. Most of the bras were in the wrong boxes and not in the allocated cartons with sizes marked.
The range of fragrances presented were the cheaper eau de toilettes that are the slow moving ones and not in demand. They were certainly not the good stuff.
Sorry, Crush beauty and Bendon team, it was extremely embarrassing to see what was on display and it was even more annoying that I had stood in the queue for well over an hour and a half for this pathetic demonstration of chaos and mess.",1732764878,8 months ago,en,987101bfbe4bb8e19c55a75d
ChIJA-Pyr41PDW0RnQL95CuCXPU,Halen Tipene,5,"Absolutely rate this place, good prices, even gave me a freebie with my order, love your work! Keep it up.",1717197516,a year ago,en,2637c1378bdb59e7328e8810
ChIJKb6NmqBPDW0Re6dfN2MQwRY,rhona lome,5,Easy to access and affordable for all faalavelaves,1685244129,2 years ago,en,c871d25e33fdf5c7a121f5c7
ChIJKb6NmqBPDW0Re6dfN2MQwRY,全珍珠,5,"The shop is very good, it opened very early and has a wide variety of items.",1519756809,7 years ago,en-US,385e702c18a2c20fe27f3d53
ChIJ5Tt34nFPDW0R-eILF9kAchA,NPD2075,1,Purchased a vape today and it finished within 10 minutes scammed me very bad business.,1663060110,2 years ago,en,f02d92814b10b91151e87286
ChIJ5Tt34nFPDW0R-eILF9kAchA,Ketan Sheth,5,,1742251272,4 months ago,,dd05da6a2443e1608866e1bd
ChIJ5Tt34nFPDW0R-eILF9kAchA,Fonisisi Tauheluhelu,5,,1682876814,2 years ago,,951882066f1b39c61b4d2719
ChIJ5Tt34nFPDW0R-eILF9kAchA,Raman Saini,5,,1630967246,3 years ago,,6a54994f4a8805904c0a2617
ChIJcZ3xZIBADW0R3_SwUH3z8zc,D H,5,The most beautiful place I have ever been. Brought tears to my eyes when I saw it. Otara should be one of the wonders of the world. I've now changed my life around for the better after visiting this place and being inspired by the pure raw beauty that Otara has to offer. 10/10 recommend visiting. Even better at night time. I recommend walking around at night and running up to every person you see to say hi (they will all love it!).,1745296498,3 months ago,en,b120882993c1f8280613a0af
ChIJcZ3xZIBADW0R3_SwUH3z8zc,Tanya Teiho,3,Kiaora whanau came here hava kai afta my moko's dd there learners licence at the community center otara is otara iaint been here in a minute was quite kids had butterchkn loaded fries nd butterchicken meal nd i had chikn nd chips was alite nothing really happenings shops stil same new thing there is Pho kitchen wich i love there kai igo to one in rewa aint been to otara one yet but I will one dae lol ilove there lemongrass nd pork chop noodles there yummy go whanau although I dnt no wat otara one is like jus rewa Pho kitchen xx,1745452534,3 months ago,en,c269b5fa163ce5912f7b1270
ChIJcZ3xZIBADW0R3_SwUH3z8zc,Amit Tyagi,5,"I visited the otara fruit and vegetable market on Sunday which is right behind Otara Town Center. Ample parking space if you visit early - before 8:30 AM. The vegetables and fruits are at much better price than Supermarkets (be it - Pak nSave, woolworths, four square, New Wold, Fruit world).
Vendors have different prices at their stalls so you gotta look for the best deals and the quality of the items  you wanna buy.
We generally visit fortnightly and bring enough which can be used during 14 days.",1748893042,2 months ago,en,fc974af96654213c448019cf
ChIJcZ3xZIBADW0R3_SwUH3z8zc,Jackson Nuku,3,"Run-down nothing has changed over the years very populated with Pacific, Indian & Asian stalls alot of knock-off stalls have entered the market SO! looking for a bargain is ""NON existent"" NOW otherwise if hungry the food is nice!!🙂",1743511590,4 months ago,en,2fc514da4d377ba37f4721d8
ChIJcZ3xZIBADW0R3_SwUH3z8zc,Anastacia Toilolo,5,"Otara shopping Center is amazing lots of cheap bakeries, food stall and lot more inside delicious food .I've never missed  to come there every Saturday to help my family for fruits market .
Otara is  the most popular shopping Center in South Auckland full of Islanders people with too many beautiful things happening inside 💯👌🏾",1741197936,5 months ago,en,44cbadaf9f11653b710e1c84
ChIJixn9wDlMDW0Ru82COKgskX8,Chris Martin,4,All one needs for a seafood fix.,1661840924,2 years ago,en,34d118b330fefbc7841f5008
ChIJixn9wDlMDW0Ru82COKgskX8,Qxswsp Qu,5,,1651445898,3 years ago,,cf6490091ae96b0faa782e79
ChIJixn9wDlMDW0Ru82COKgskX8,Trevor Pakura,5,,1627193827,4 years ago,,2facc41fb8ca58c8fba68038
ChIJpxTeIqdJDW0R3vCZtJqRGzI,Bayan Al Dakheel,4,"This isn’t a traditional store—it’s a storage unit—but the staff were very helpful.
Thanks to all the reviewers before me; their feedback made booking and attending my appointment easy.
I went there looking for girls’ dresses, and the team helped me find everything I was looking for.
However, based on my personal style preferences, I didn’t find the dress quality to my liking, so I didn’t make a purchase.
Overall, the prices were reasonable and quite affordable.",1753877552,2 weeks ago,en,b9dc19f34134e22ae48e2116
ChIJpxTeIqdJDW0R3vCZtJqRGzI,M W,5,"Beautiful clothing at super affordable prices. Purchased a christening dress, socks, shoes and headband for my daughter. Ordered on the Wednesday night and they arrived on Friday morning. All items were just as pictured on the website. Will definitely shop online with Lucy’s again :)",1747974600,2 months ago,en,272a1625a9a6f6cd71f6a272
ChIJpxTeIqdJDW0R3vCZtJqRGzI,The Maruzzos,5,"We had a great experience from Lucy’s. We bought two suits here and the salesperson is really helpful and took his time to give us advice and brought all the sizes for us to try for our kids.

10/10 recommended it. Lots of options for boys and girls at affordable prices.",1724910994,11 months ago,en,1c0a05e8a3fad34fa99c1197
ChIJpxTeIqdJDW0R3vCZtJqRGzI,J Liu,5,"What a gem 💎 of a spot. So many options. Great size range. Terrific price. Suits, shirts and ties for 4 boys under 12 years including the 1 year old. Even a large selection of ties fit the baby. Great changing rooms. The gentleman that helped us was just the best, so patient and kind, I had 6 small children unexpectedly in his shop and he was a delight about it, bless him.  My daughters marvelled at your splendid range of darling dresses and shoes. We will definitely be returning. Thank you so much for your help. They all looked wonderful and it was thanks to you.",1743801677,4 months ago,en,6c65adda7408fb6cb4fe76af
ChIJpxTeIqdJDW0R3vCZtJqRGzI,Narnia Business,1,"READ THE REVIEWS. Only now am I doing that but there shouldn’t be this many 1 star reviews for a small company. The reviews say a lot about this business man!

Drove all the way here from the north shore only to be told yous are closed! Wasted my damn time and gas all because you’s couldn’t update your website opening hours! Thanks a frecken lot!",1740266221,5 months ago,en,d39f5b36c607c89260924ae5
ChIJdZdSYspNDW0RlaZ3g6poVGs,Just Cuts Ormiston,5,"It’s incredibly clean, spacious, and beautifully designed, making it a pleasure to walk around. There’s a fantastic variety of stores, plus plenty of great dining choices for any taste. The staff throughout the mall were friendly and helpful, and the overall atmosphere felt very welcoming and safe. Parking was easy and convenient as well. This has definitely become go to place for shopping, dining and just spending a relaxing day. Highly recommend!",1745830583,3 months ago,en,27a1b2d92253281bde1cce7d
ChIJdZdSYspNDW0RlaZ3g6poVGs,Richie,5,"A big thank you, from the bottom of my heart, to this kind person for coming back to me for my Bike issue, and even fixing it up. On the same note, Ormiston Town Centre Mgmt. was very helpful too. Both the parties deserve their praises and I wish to bless you both parties a lot.
OTC has its own charm and the best thing I liked was to be able to pass items for postage on a Sunday even if they leave on a Monday.
Chemist Warehouse, New World, Pak n Save, Stationers and Post Shop agency, Noel Leeming and Skechers are my favorite spots along with being able to get other things done too.",1753237929,3 weeks ago,en,888b1198b19dd756db4738a6
ChIJdZdSYspNDW0RlaZ3g6poVGs,Joss Bsons,4,"Ormiston Town Centre in Auckland is a modern, well-designed shopping destination with a relaxed vibe. It offers a great mix of stores, from essentials like New World and The Warehouse to boutique eateries and cafes. The food court is tidy and spacious, and there’s plenty of free parking available. It’s never too crowded, which makes shopping and dining here a pleasant experience.",1752791615,3 weeks ago,en,f2686e300d91d78537f05dc2
